ПАПСКИЙ ПРЕСТОЛ (ГОСУДАРСТВО-ГОРОД ВАТИКАН);THE PAPAL SEE (VATICAN CITY STATE);VAT;336;FPP_CITIZENSHIP_VAT
КОНГО;CONGO;COG;178;FPP_CITIZENSHIP_COG
МОНАКО;MONACO;MCO;492;FPP_CITIZENSHIP_MCO
УЗБЕКИСТАН;Uzbekistan;UZB;860;FPP_CITIZENSHIP_UZB
СУРИНАМ;SURINAME;SUR;740;FPP_CITIZENSHIP_SUR
ЛИВАН;Lebanon;LBN;422;FPP_CITIZENSHIP_LBN
ПАРАГВАЙ;PARAGUAY;PRY;600;FPP_CITIZENSHIP_PRY
ФРАНЦУЗСКИЕ ЮЖНЫЕ ТЕРРИТОРИИ;FRENCH SOUTHERN TERRITORIES;ATF;260;FPP_CITIZENSHIP_ATF
АЛЖИР;ALGERIA;DZA;12;FPP_CITIZENSHIP_DZA
ЧАД;CHAD;TCD;148;FPP_CITIZENSHIP_TCD
ГРУЗИЯ;Georgia;GEO;268;FPP_CITIZENSHIP_GEO
АНТИГУА И БАРБУДА;ANTIGUA AND BARBUDA;ATG;28;FPP_CITIZENSHIP_ATG
ЮГОСЛАВИЯ;Yugoslavia;YUG;0;FPP_CITIZENSHIP_YUG
ГОЛЛАНДИЯ;HOLLAND;GLO;0;FPP_CITIZENSHIP_GLO
ЛУГАНСКАЯ НАРОДНАЯ РЕСПУБЛИКА;LUHANSK PEOPLE'S REPUBLIC;LR;898;FPP_CITIZENSHIP_LR
ГОНКОНГ;HONG KONG;HKG;344;FPP_CITIZENSHIP_HKG
АБХАЗИЯ;Abkhazia;ABH;895;FPP_CITIZENSHIP_ABH
СЛОВЕНИЯ;SLOVENIA;SVN;705;FPP_CITIZENSHIP_SVN
ЛУГАНСКАЯ НАРОДНАЯ РЕСПУБЛИКА;LUHANSK PEOPLE'S REPUBLIC;LNR;898;FPP_CITIZENSHIP_LNR
САН-МАРИНО;SAN MARINO;SMR;674;FPP_CITIZENSHIP_SMR
ЮЖНАЯ ОСЕТИЯ;SOUTH OSSETIA;OST;896;FPP_CITIZENSHIP_OST
УОЛЛИС И ФУТУНА;WALLIS AND FUTUNA;WLF;876;FPP_CITIZENSHIP_WLF
ЯМАЙКА;JAMAICA;JAM;388;FPP_CITIZENSHIP_JAM
ГАИТИ;HAITI;HTI;332;FPP_CITIZENSHIP_HTI
СУДАН;SUDAN;SDN;736;FPP_CITIZENSHIP_SDN
БУРУНДИ;BURUNDI;BDI;108;FPP_CITIZENSHIP_BDI
ЛЮКСЕМБУРГ;LUXEMBOURG;LUX;442;FPP_CITIZENSHIP_LUX
АНДОРРА;ANDORRA;AND;20;FPP_CITIZENSHIP_AND
АНГОЛА;ANGOLA;AGO;24;FPP_CITIZENSHIP_AGO
ГЕРНСИ;GUERNSEY;GGY;831;FPP_CITIZENSHIP_GGY
ШВЕЦИЯ;Sweden;SWE;752;FPP_CITIZENSHIP_SWE
ЛАОССКАЯ НАРОДНО-ДЕМОКРАТИЧЕСКАЯ РЕСПУБЛИКА;LAO PEOPLE'S DEMOCRATIC REPUBLIC;LAO;418;FPP_CITIZENSHIP_LAO
МАДАГАСКАР;MADAGASCAR;MDG;450;FPP_CITIZENSHIP_MDG
ТРИНИДАД И ТОБАГО;TRINIDAD AND TOBAGO;TTO;780;FPP_CITIZENSHIP_TTO
АРМЕНИЯ;armenia;ARM;51;FPP_CITIZENSHIP_ARM
ОСТРОВ ХЕРД И ОСТРОВА МАКДОНАЛЬД;HEARD ISLAND AND MCDONALD ISLANDS;HMD;334;FPP_CITIZENSHIP_HMD
ЛИБЕРИЯ;LIBERIA;LBR;430;FPP_CITIZENSHIP_LBR
СОЕДИНЕННОЕ КОРОЛЕВСТВО (ВЕЛИКОБРИТАНИЯ);UNITED KINGDOM (GREAT BRITAIN);GBR;826;FPP_CITIZENSHIP_GBR
ФОЛКЛЕНДСКИЕ (МАЛЬВИНСКИЕ) ОСТРОВА;FALKLAND ISLANDS (MALVINAS);FLK;238;FPP_CITIZENSHIP_FLK
ЛИВИЯ;LIBYA;LBY;434;FPP_CITIZENSHIP_LBY
КОМОРЫ;MOSQUITOES;COM;174;FPP_CITIZENSHIP_COM
СЛОВАКИЯ;SLOVAKIA;SVK;703;FPP_CITIZENSHIP_SVK
МАЛЫЕ ОСТРОВНЫЕ ТЕРРИТОРИИ США;SMALL ISLAND TERRITORIES OF THE USA;UMI;581;FPP_CITIZENSHIP_UMI
ДОМИНИКАНСКАЯ РЕСПУБЛИКА;THE DOMINICAN REPUBLIC;DOM;214;FPP_CITIZENSHIP_DOM
ФРАНЦУЗСКАЯ ПОЛИНЕЗИЯ;FRENCH POLYNESIA;PYF;258;FPP_CITIZENSHIP_PYF
СИРИЙСКАЯ АРАБСКАЯ РЕСПУБЛИКА;THE SYRIAN ARAB REPUBLIC;SYR;760;FPP_CITIZENSHIP_SYR
НИГЕРИЯ;NIGERIA;NGA;566;FPP_CITIZENSHIP_NGA
АЛБАНИЯ;ALBANIA;ALB;8;FPP_CITIZENSHIP_ALB
МОЗАМБИК;MOZAMBIQUE;MOZ;508;FPP_CITIZENSHIP_MOZ
БАРБАДОС;BARBADOS;BRB;52;FPP_CITIZENSHIP_BRB
АМЕРИКАНСКОЕ САМОА;AMERICAN SAMOA;ASM;16;FPP_CITIZENSHIP_ASM
САНТА ПАНАГЕЯ;SANTA PANAGEA;SPA;0;FPP_CITIZENSHIP_SPA
НАМИБИЯ;NAMIBIA;NAM;516;FPP_CITIZENSHIP_NAM
ЭКВАДОР;ECUADOR;ECU;218;FPP_CITIZENSHIP_ECU
НОВАЯ КАЛЕДОНИЯ;NEW CALEDONIA;NCL;540;FPP_CITIZENSHIP_NCL
КАРИБСКИЕ ОСТРОВА;CARIBBEAN ISLANDS;CAR;0;FPP_CITIZENSHIP_CAR
ПАКИСТАН;PAKISTAN;PAK;586;FPP_CITIZENSHIP_PAK
БОЛГАРИЯ;Bulgaria;BGR;100;FPP_CITIZENSHIP_BGR
МОНГОЛИЯ;MONGOLIA;MNG;496;FPP_CITIZENSHIP_MNG
БЕЛЬГИЯ;Belgium;BEL;56;FPP_CITIZENSHIP_BEL
ЙЕМЕН;YEMEN;YEM;887;FPP_CITIZENSHIP_YEM
ИТАЛИЯ;Italy;ITA;380;FPP_CITIZENSHIP_ITA
НИКАРАГУА;NICARAGUA;NIC;558;FPP_CITIZENSHIP_NIC
БАНГЛАДЕШ;bangladesh;BGD;50;FPP_CITIZENSHIP_BGD
АВСТРАЛИЯ;Australia;AUS;36;FPP_CITIZENSHIP_AUS
КАМЕРУН;CAMEROON;CMR;120;FPP_CITIZENSHIP_CMR
ИСКЛЮЧИТЕЛЬНАЯ ЭКОНОМИЧЕСКАЯ ЗОНА;EXCLUSIVE ECONOMIC ZONE;IEZ;382;FPP_CITIZENSHIP_IEZ
РЕЮНЬОН;REUNION;REU;638;FPP_CITIZENSHIP_REU
ГВАДЕЛУПА;GUADELOUPE;GLP;312;FPP_CITIZENSHIP_GLP
ГОНДУРАС;HONDURAS;HND;340;FPP_CITIZENSHIP_HND
БРИТАНСКАЯ ТЕРРИТОРИЯ В ИНДИЙСКОМ ОКЕАНЕ;BRITISH INDIAN OCEAN TERRITORY;IOT;86;FPP_CITIZENSHIP_IOT
КОРЕЯ, НАРОДНО-ДЕМОКРАТИЧЕСКАЯ РЕСПУБЛИКА;DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA;PRK;408;FPP_CITIZENSHIP_PRK
КОКОСОВЫЕ (КИЛИНГ) ОСТРОВА;COCONUT (KEELING) ISLANDS;CCK;166;FPP_CITIZENSHIP_CCK
ЕГИПЕТ;Egypt;EGY;818;FPP_CITIZENSHIP_EGY
НИГЕР;NIGER;NER;562;FPP_CITIZENSHIP_NER
БРУНЕЙ-ДАРУССАЛАМ;BRUNEI DARUSSALAM;BRN;96;FPP_CITIZENSHIP_BRN
ИОРДАНИЯ;JORDAN;JOR;400;FPP_CITIZENSHIP_JOR
КИРИБАТИ;KIRIBATI;KIR;296;FPP_CITIZENSHIP_KIR
ЛЕСОТО;LESOTHO;LSO;426;FPP_CITIZENSHIP_LSO
БУТАН;BHUTAN;BTN;64;FPP_CITIZENSHIP_BTN
ИЗРАИЛЬ;Israel;ISR;376;FPP_CITIZENSHIP_ISR
ЗАМБИЯ;ZAMBIA;ZMB;894;FPP_CITIZENSHIP_ZMB
ВЕНЕСУЭЛА;VENEZUELA;VEN;862;FPP_CITIZENSHIP_VEN
МИКРОНЕЗИЯ, ФЕДЕРАТИВНЫЕ ШТАТЫ;MICRONESIA, FEDERATED STATES OF;FSM;583;FPP_CITIZENSHIP_FSM
КОСОВО;KOSOVO;KOS;0;FPP_CITIZENSHIP_KOS
ШПИЦБЕРГЕН И ЯН МАЙЕН;SVALBARD AND JAN MAYEN;SJM;744;FPP_CITIZENSHIP_SJM
МАЛЬДИВЫ;MALDIVES;MDV;462;FPP_CITIZENSHIP_MDV
ЭСТОНИЯ;estonia;EST;233;FPP_CITIZENSHIP_EST
ГИБРАЛТАР;GIBRALTAR;GIB;292;FPP_CITIZENSHIP_GIB
МАВРИКИЙ;MAURITIUS;MUS;480;FPP_CITIZENSHIP_MUS
СВАЗИЛЕНД;SWAZILAND;SWZ;748;FPP_CITIZENSHIP_SWZ
СЕНТ-ЛЮСИЯ;SAINT LUCIA;LCA;662;FPP_CITIZENSHIP_LCA
ЛИХТЕНШТЕЙН;LIECHTENSTEIN;LIE;438;FPP_CITIZENSHIP_LIE
ПАЛЬМА-ДЕ-МАЙОРКА;PALMA DE MALLORCA;PDM;0;FPP_CITIZENSHIP_PDM
АРГЕНТИНА;Argentina;ARG;32;FPP_CITIZENSHIP_ARG
ТОНГА;TONGA;TON;776;FPP_CITIZENSHIP_TON
БОЛИВИЯ;BOLIVIA;BOL;68;FPP_CITIZENSHIP_BOL
УГАНДА;UGANDA;UGA;800;FPP_CITIZENSHIP_UGA
ЮЖНАЯ АФРИКА;SOUTH AFRICA;ZAF;710;FPP_CITIZENSHIP_ZAF
САМОА;SAMOA;WSM;882;FPP_CITIZENSHIP_WSM
ВИРГИНСКИЕ ОСТРОВА (БРИТАНСКИЕ);VIRGIN ISLANDS (BRITISH);VGB;92;FPP_CITIZENSHIP_VGB
ДОМИНИКА;DOMINICA;DMA;212;FPP_CITIZENSHIP_DMA
СВЯТАЯ ЕЛЕНА, ОСТРОВ ВОЗНЕСЕНИЯ, ТРИСТАН-ДА-КУНЬЯ;SAINT HELENA, ASCENSION ISLAND, TRISTAN DA CUNHA;SHN;654;FPP_CITIZENSHIP_SHN
НОРВЕГИЯ;Norway;NOR;578;FPP_CITIZENSHIP_NOR
СИНГАПУР;Singapore;SGP;702;FPP_CITIZENSHIP_SGP
СОЕДИНЕННЫЕ ШТАТЫ АМЕРИКИ;United States of America;USA;840;FPP_CITIZENSHIP_USA
ТАНЗАНИЯ;TANZANIA;TZA;834;FPP_CITIZENSHIP_TZA
МОЛДОВА, РЕСПУБЛИКА;MOLDOVA, REPUBLIC OF;MDA;498;FPP_CITIZENSHIP_MDA
МАВРИТАНИЯ;Mauritania;MRT;478;FPP_CITIZENSHIP_MRT
НЕЙТРАЛЬНАЯ ЗОНА;NEUTRAL ZONE;NTZ;0;FPP_CITIZENSHIP_NTZ
ОСТРОВ МЭН;ISLE OF MAN;IMN;833;FPP_CITIZENSHIP_IMN
ЯПОНИЯ;Japan;JPN;392;FPP_CITIZENSHIP_JPN
КОРЕЯ, РЕСПУБЛИКА;KOREA, REPUBLIC OF;KOR;410;FPP_CITIZENSHIP_KOR
КАБО-ВЕРДЕ;CAPE VERDE;CPV;132;FPP_CITIZENSHIP_CPV
ПАНАМА;panama hat;PAN;591;FPP_CITIZENSHIP_PAN
ЗАПАДНАЯ САХАРА;WESTERN SAHARA;ESH;732;FPP_CITIZENSHIP_ESH
ДАНИЯ;Denmark;DNK;208;FPP_CITIZENSHIP_DNK
НИУЭ;NIUE;NIU;570;FPP_CITIZENSHIP_NIU
СЕН-МАРТЕН (НИДЕРЛАНДСКАЯ ЧАСТЬ);SAINT MARTIN (DUTCH PART);SXM;534;FPP_CITIZENSHIP_SXM
ТУРЦИЯ;TURKEY;TUR;792;FPP_CITIZENSHIP_TUR
ЮЖНЫЙ СУДАН;SOUTH SUDAN;SSD;728;FPP_CITIZENSHIP_SSD
БЕЛИЗ;BELIZE;BLZ;84;FPP_CITIZENSHIP_BLZ
СЕН-МАРТЕН(ФРАНЦУЗСКАЯ ЧАСТЬ);SAINT MARTIN (FRENCH PART);MAF;663;FPP_CITIZENSHIP_MAF
КАЗАХСТАН;KAZAKHSTAN;KAZ;398;FPP_CITIZENSHIP_KAZ
НОВАЯ ЗЕЛАНДИЯ;NEW ZEALAND;NZL;554;FPP_CITIZENSHIP_NZL
ДЖИБУТИ;DJIBOUTI;DJI;262;FPP_CITIZENSHIP_DJI
ЮЖНАЯ ДЖОРДЖИЯ И ЮЖНЫЕ САНДВИЧЕВЫ ОСТРОВА;SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS;SGS;239;FPP_CITIZENSHIP_SGS
НЕПАЛ;NEPAL;NPL;524;FPP_CITIZENSHIP_NPL
МАРШАЛЛОВЫ ОСТРОВА;MARSHALL ISLANDS;MHL;584;FPP_CITIZENSHIP_MHL
МАРТИНИКА;MARTINIQUE;MTQ;474;FPP_CITIZENSHIP_MTQ
БЕЙКЕР, ХАУЛЕНД, ДЖАРВИС;BAKER, HOWLAND, JARVIS;BXD;0;FPP_CITIZENSHIP_BXD
МАЛАВИ;MALAWI;MWI;454;FPP_CITIZENSHIP_MWI
МОНТСЕРРАТ;MONTSERRAT;MSR;500;FPP_CITIZENSHIP_MSR
ПАПУА-НОВАЯ ГВИНЕЯ;PAPUA NEW GUINEA;PNG;598;FPP_CITIZENSHIP_PNG
БЕРМУДЫ;BERMUDA;BMU;60;FPP_CITIZENSHIP_BMU
ЧЕХОСЛОВАКИЯ;CZECHOSLOVAKIA;CSK;0;FPP_CITIZENSHIP_CSK
ДЖЕРСИ;JERSEY;JEY;832;FPP_CITIZENSHIP_JEY
ПАЛЕСТИНСКАЯ ТЕРРИТОРИЯ, ОККУПИРОВАННАЯ;OCCUPIED PALESTINIAN TERRITORY;PSE;275;FPP_CITIZENSHIP_PSE
САЙПАН;SAIPAN;SAI;0;FPP_CITIZENSHIP_SAI
ВОСТОЧНОЕ САМОА;EASTERN SAMOA;VSM;0;FPP_CITIZENSHIP_VSM
ПОРТУГАЛИЯ;portugal;PRT;620;FPP_CITIZENSHIP_PRT
ШВЕЙЦАРИЯ;Switzerland;CHE;756;FPP_CITIZENSHIP_CHE
ОСТРОВА КУКА;COOK ISLANDS;COK;184;FPP_CITIZENSHIP_COK
АНТИЛЬСКИЕ ОСТРОВА;THE ANTILLES;ANI;0;FPP_CITIZENSHIP_ANI
СОМАЛИ;SOMALIA;SOM;706;FPP_CITIZENSHIP_SOM
ГВИНЕЯ;GUINEA;GIN;324;FPP_CITIZENSHIP_GIN
ОСТРОВ НОРФОЛК;NORFOLK ISLAND;NFK;574;FPP_CITIZENSHIP_NFK
ОМАН;OMAN;OMN;512;FPP_CITIZENSHIP_OMN
КЕНИЯ;KENYA;KEN;404;FPP_CITIZENSHIP_KEN
СЬЕРРА-ЛЕОНЕ;SIERRA LEONE;SLE;694;FPP_CITIZENSHIP_SLE
КУВЕЙТ;KUWAIT;KWT;414;FPP_CITIZENSHIP_KWT
СЕЙШЕЛЫ;SEYCHELLES;SYC;690;FPP_CITIZENSHIP_SYC
ГАЙАНА;GUYANA;GUY;328;FPP_CITIZENSHIP_GUY
ВАНУАТУ;VANUATU;VUT;548;FPP_CITIZENSHIP_VUT
БОТСВАНА;BOTSWANA;BWA;72;FPP_CITIZENSHIP_BWA
ТОГО;THAT;TGO;768;FPP_CITIZENSHIP_TGO
ИСПАНИЯ;Spain;ESP;724;FPP_CITIZENSHIP_ESP
РЕСПУБЛИКА СЕВЕРНАЯ МАКЕДОНИЯ;REPUBLIC OF NORTH MACEDONIA;MKD;807;FPP_CITIZENSHIP_MKD
ДОНЕЦКАЯ НАРОДНАЯ РЕСПУБЛИКА;DONETSK PEOPLE'S REPUBLIC;DNR;897;FPP_CITIZENSHIP_DNR
ГАНА;GHANA;GHA;288;FPP_CITIZENSHIP_GHA
МАКАО;MACAU;MAC;446;FPP_CITIZENSHIP_MAC
МАЛЬТА;MALTA;MLT;470;FPP_CITIZENSHIP_MLT
КЮРАСАО;CURACAO;CUW;531;FPP_CITIZENSHIP_CUW
ФИЛИППИНЫ;PHILIPPINES;PHL;608;FPP_CITIZENSHIP_PHL
ПЕРУ;PERU;PER;604;FPP_CITIZENSHIP_PER
ОСТРОВ БУВЕ;BOUVET ISLAND;BVT;74;FPP_CITIZENSHIP_BVT
РУМЫНИЯ;Romania;ROM;642;FPP_CITIZENSHIP_ROM
ИНДОНЕЗИЯ;indonesia;IDN;360;FPP_CITIZENSHIP_IDN
МЕКСИКА;Mexico;MEX;484;FPP_CITIZENSHIP_MEX
ИРЛАНДИЯ;irish;IRL;372;FPP_CITIZENSHIP_IRL
ТАДЖИКИСТАН;Tadjikistan;TJK;762;FPP_CITIZENSHIP_TJK
ЭЛАНДСКИЕ ОСТРОВА;THE ELAND ISLANDS;ALA;248;FPP_CITIZENSHIP_ALA
ТУРКМЕНИСТАН;TURKMENISTAN;TKM;795;FPP_CITIZENSHIP_TKM
ВЕНГРИЯ;Hungary;HUN;348;FPP_CITIZENSHIP_HUN
БАХРЕЙН;BAHRAIN;BHR;48;FPP_CITIZENSHIP_BHR
ЗАПАДНОЕ САМОА;WESTERN SAMOA;ZSM;0;FPP_CITIZENSHIP_ZSM
ЭЛЬ-САЛЬВАДОР;EL SALVADOR;SLV;222;FPP_CITIZENSHIP_SLV
ГВАТЕМАЛА;GUATEMALA;GTM;320;FPP_CITIZENSHIP_GTM
ЗИМБАБВЕ;ZIMBABWE;ZWE;716;FPP_CITIZENSHIP_ZWE
КАМБОДЖА;CAMBODIA;KHM;116;FPP_CITIZENSHIP_KHM
РОССИЙСКАЯ ФЕДЕРАЦИЯ;Russian Federation;RUS;643;FPP_CITIZENSHIP_RUS
МАЙОТТА;MAYOTTE;MYT;175;FPP_CITIZENSHIP_MYT
КАНТОН И ЭНДЕРБЕРИ;CANTON AND ENDERBURY;KIB;0;FPP_CITIZENSHIP_KIB
ВЬЕТНАМ;Vietnam;VNM;704;FPP_CITIZENSHIP_VNM
ВИРГИНСКИЕ ОСТРОВА (США);VIRGIN ISLANDS (USA);VIR;850;FPP_CITIZENSHIP_VIR
АФГАНИСТАН;AFGHANISTAN;AFG;4;FPP_CITIZENSHIP_AFG
АНГИЛЬЯ;ANGUILLA;AIA;660;FPP_CITIZENSHIP_AIA
ТИМОР-ЛЕСТЕ;TIMOR-LESTE;TLS;626;FPP_CITIZENSHIP_TLS
ЧЕРНОГОРИЯ;Montenegro;MNE;499;FPP_CITIZENSHIP_MNE
ПУЭРТО-РИКО;PUERTO RICO;PRI;630;FPP_CITIZENSHIP_PRI
ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА;IRAN, ISLAMIC REPUBLIC OF;IRN;364;FPP_CITIZENSHIP_IRN
ФАРЕРСКИЕ ОСТРОВА;FAROE ISLANDS;FRO;234;FPP_CITIZENSHIP_FRO
ЭФИОПИЯ;ETHIOPIA;ETH;231;FPP_CITIZENSHIP_ETH
ШРИ-ЛАНКА;Sri Lanka;LKA;144;FPP_CITIZENSHIP_LKA
СЕНТ-ВИНСЕНТ И ГРЕНАДИНЫ;SAINT VINCENT AND THE GRENADINES;VCT;670;FPP_CITIZENSHIP_VCT
КИРГИЗИЯ;kyrgyzstan;KGZ;417;FPP_CITIZENSHIP_KGZ
КОНГО, ДЕМОКРАТИЧЕСКАЯ РЕСПУБЛИКА (ЗАИР);CONGO, CZECH REPUBLIC, DEMOCRATIC REPUBLIC (ZAIRE);COD;180;FPP_CITIZENSHIP_COD
ЧЕШСКАЯ РЕСПУБЛИКА;CZECH REPUBLIC;CZE;203;FPP_CITIZENSHIP_CZE
АРУБА;ARUBA;ABW;533;FPP_CITIZENSHIP_ABW
КУБА;CUBA;CUB;192;FPP_CITIZENSHIP_CUB
СЕН-ПЬЕР И МИКЕЛОН;SAINT PIERRE AND MIQUELON;SPM;666;FPP_CITIZENSHIP_SPM
ТУНИС;Tunisia;TUN;788;FPP_CITIZENSHIP_TUN
ГРЕЦИЯ;Greece;GRC;300;FPP_CITIZENSHIP_GRC
ЛАТВИЯ;Latvia;LVA;428;FPP_CITIZENSHIP_LVA
НАУРУ;NAURU;NRU;520;FPP_CITIZENSHIP_NRU
ТАЙВАНЬ, ПРОВИНЦИЯ КИТАЯ;TAIWAN, A PROVINCE OF CHINA;TWN;158;FPP_CITIZENSHIP_TWN
БУРКИНА-ФАСО;BURKINA FASO;BFA;854;FPP_CITIZENSHIP_BFA
МЬЯНМА;MYANMAR;MMR;104;FPP_CITIZENSHIP_MMR
МАЛАЙЗИЯ;MALAYSIA;MYS;458;FPP_CITIZENSHIP_MYS
КИПР;Cyprus;CYP;196;FPP_CITIZENSHIP_CYP
ЭРИТРЕЯ;ERITREA;ERI;232;FPP_CITIZENSHIP_ERI
БАГАМЫ;BAHAMAS;BHS;44;FPP_CITIZENSHIP_BHS
БРАЗИЛИЯ;Brazil;BRA;76;FPP_CITIZENSHIP_BRA
ОСТРОВ РОЖДЕСТВА;CHRISTMAS ISLAND;CXR;162;FPP_CITIZENSHIP_CXR
СОЛОМОНОВЫ ОСТРОВА;SOLOMON ISLANDS;SLB;90;FPP_CITIZENSHIP_SLB
СЕНТ-КИТС И НЕВИС;SAINT KITTS AND NEVIS;KNA;659;FPP_CITIZENSHIP_KNA
ПАЛАУ;PALAU;PLW;585;FPP_CITIZENSHIP_PLW
КИТАЙ;China;CHN;156;FPP_CITIZENSHIP_CHN
ЙАР;YAR;IAR;0;FPP_CITIZENSHIP_IAR
СЕНЕГАЛ;SENEGAL;SEN;686;FPP_CITIZENSHIP_SEN
АНТАРКТИКА;antarctic region;ААА;0;FPP_CITIZENSHIP_ААА
СЕРБИЯ;SERBIA;SRB;688;FPP_CITIZENSHIP_SRB
ГРЕНЛАНДИЯ;GREENLAND;GRL;304;FPP_CITIZENSHIP_GRL
ПИТКЭРН;PITCAIRN;PCN;612;FPP_CITIZENSHIP_PCN
АЗЕРБАЙДЖАН;Azerbaijan;AZE;31;FPP_CITIZENSHIP_AZE
ИСЛАНДИЯ;iceland;ISL;352;FPP_CITIZENSHIP_ISL
КОЛУМБИЯ;COLOMBIA;COL;170;FPP_CITIZENSHIP_COL
ИНДИЯ;India;IND;356;FPP_CITIZENSHIP_IND
БОНЭЙР, СИНТ-ЭСТАТИУС И САБА;BONAIRE, SINT EUSTATIUS AND SABA;BES;0;FPP_CITIZENSHIP_BES
БЕЛАРУСЬ;Belarus;BLR;112;FPP_CITIZENSHIP_BLR
ГЕРМАНИЯ;Germany;DEU;276;FPP_CITIZENSHIP_DEU
ТУВАЛУ;TUVALU;TUV;798;FPP_CITIZENSHIP_TUV
НИДЕРЛАНДСКИЕ АНТИЛЫ;THE NETHERLANDS ANTILLES;ANT;0;FPP_CITIZENSHIP_ANT
МАЛИ;MALI;MLI;466;FPP_CITIZENSHIP_MLI
ГРЕНАДА;GRENADA;GRD;308;FPP_CITIZENSHIP_GRD
КАНАДА;Canada;CAN;124;FPP_CITIZENSHIP_CAN
САН-ТОМЕ И ПРИНСИПИ;SAO TOME AND PRINCIPE;STP;678;FPP_CITIZENSHIP_STP
АВСТРИЯ;Austria;AUT;40;FPP_CITIZENSHIP_AUT
ГАБОН;GABON;GAB;266;FPP_CITIZENSHIP_GAB
ГАМБИЯ;GAMBIA;GMB;270;FPP_CITIZENSHIP_GMB
ГУАМ;GUAM;GUM;316;FPP_CITIZENSHIP_GUM
ТАИЛАНД;THAILAND;THA;764;FPP_CITIZENSHIP_THA
ФРАНЦИЯ;France;FRA;250;FPP_CITIZENSHIP_FRA
БЕНИН;BENIN;BEN;204;FPP_CITIZENSHIP_BEN
КОСТА-РИКА;COSTA RICA;CRI;188;FPP_CITIZENSHIP_CRI
ИРАК;IRAQ;IRQ;368;FPP_CITIZENSHIP_IRQ
ОСТРОВА КАЙМАН;CAYMAN ISLANDS;CYM;136;FPP_CITIZENSHIP_CYM
ЧИЛИ;CHILE;CHL;152;FPP_CITIZENSHIP_CHL
ТОКЕЛАУ;TOKELAU;TKL;772;FPP_CITIZENSHIP_TKL
НИДЕРЛАНДЫ;Netherlands;NLD;528;FPP_CITIZENSHIP_NLD
ОБЪЕДИНЕННЫЕ АРАБСКИЕ ЭМИРАТЫ;UNITED ARAB EMIRATES;ARE;784;FPP_CITIZENSHIP_ARE
АНТАРКТИДА;Antarctica;ATA;10;FPP_CITIZENSHIP_ATA
ФРАНЦУЗСКАЯ ГВИАНА;FRENCH GUIANA;GUF;254;FPP_CITIZENSHIP_GUF
ЭКВАТОРИАЛЬНАЯ ГВИНЕЯ;EQUATORIAL GUINEA;GNQ;226;FPP_CITIZENSHIP_GNQ
ФИНЛЯНДИЯ;Finland;FIN;246;FPP_CITIZENSHIP_FIN
РУАНДА;RWANDA;RWA;646;FPP_CITIZENSHIP_RWA
УРУГВАЙ;URUGUAY;URY;858;FPP_CITIZENSHIP_URY
КАТАР;Qatar;QAT;634;FPP_CITIZENSHIP_QAT
МАРОККО;Morocco;MAR;504;FPP_CITIZENSHIP_MAR
ЛИТВА;Lithuania;LTU;440;FPP_CITIZENSHIP_LTU
ГВИНЕЯ-БИСАУ;GUINEA-BISSAU;GNB;624;FPP_CITIZENSHIP_GNB
ХОРВАТИЯ;Croatia;HRV;191;FPP_CITIZENSHIP_HRV
СЕН-БАРТЕЛЕМИ;SAINT BARTHELEMY;BLM;652;FPP_CITIZENSHIP_BLM
ПОЛЬША;Poland;POL;616;FPP_CITIZENSHIP_POL
КОТ-Д-ИВУАР;IVORY COAST;CIV;384;FPP_CITIZENSHIP_CIV
УКРАИНА;Ukraine;UKR;804;FPP_CITIZENSHIP_UKR
СУВЕРЕННЫЙ ВОЕННЫЙ ОРДЕН МАЛЬТЫ;SOVEREIGN MILITARY ORDER OF MALTA;XOM;111;FPP_CITIZENSHIP_XOM
СЕВЕРНЫЕ МАРИАНСКИЕ ОСТРОВА;NORTHERN MARIANA ISLANDS;MNP;580;FPP_CITIZENSHIP_MNP
ФИДЖИ;FIJI;FJI;242;FPP_CITIZENSHIP_FJI
ОСТРОВА ТЕРКС И КАЙКОС;TURKS AND CAICOS ISLANDS;TCA;796;FPP_CITIZENSHIP_TCA
САУДОВСКАЯ АРАВИЯ;SAUDI ARABIA;SAU;682;FPP_CITIZENSHIP_SAU
БОСНИЯ И ГЕРЦЕГОВИНА;BOSNIA AND HERZEGOVINA;BIH;70;FPP_CITIZENSHIP_BIH
ЦЕНТРАЛЬНО-АФРИКАНСКАЯ РЕСПУБЛИКА;CENTRAL AFRICAN REPUBLIC;CAF;140;FPP_CITIZENSHIP_CAF